organism_name,lineage,taxonomy_id,bco_id,schema_version,analysis_platform,analysis_platform_object_id,strain,bioproject,biosample,ngs_read_file_source,ngs_read_file_name,avg_phred_score,min_read_length,num_reads_unique,pos_outlier_count,avg_read_length,max_read_length,ngs_gc_content,strategy,sra_run_id,wgs_accession,level,instrument,id_method,codon_table,percent_coding,percent_not_coding,density_n_per_read,complexity_percent,non_complex_percent,avg_quality_a,avg_quality_t,avg_quality_g,avg_quality_c,count_a,count_c,count_g,count_t
Salmonella_enterica,strain_Bredeney,134047,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_314,PRJNA231221,SAMN06173327,SRA,SRR5417088_2.fastq,35.5333,1,-,0,100.9567,101,50.76,WGS,SRR5417088,NJEW00000000,Contig,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.87|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.79|0.93|0.97|0.97|0.93,0.07|0.13|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.21|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94,98.6,1.4,35.483,35.533,35.413,35.702,116347156,119636953,119600013,115769276
Salmonella_enterica,strain_Bredeney,134047,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_314,PRJNA231221,SAMN06173327,SRA,SRR5417088_1.fastq,36.0252,3,-,0,101.0506,101,50.78,WGS,SRR5417088,NJEW00000000,Contig,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.87|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.79|0.93|0.97|0.97|0.93,0.07|0.13|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.21|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28,98.7,1.3,35.936,36.026,35.942,36.194,115961313,120059747,119382530,116140698
Salmonella_enterica,strain_Typhimurium var. 5-,1620419,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_318,PRJNA231221,SAMN06173331,SRA,SRR5409208_2.fastq,35.2024,1,-,0,101.0106,101,51.37,WGS,SRR5409208,NJFE00000000,Contig,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.88|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.8|0.93|0.97|0.97|0.93,0.07|0.12|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.2|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94,99.2,0.8,35.173,35.106,35.087,35.436,148295375,156186484,156298916,147508393
Salmonella_enterica,strain_Typhimurium var. 5-,1620419,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_318,PRJNA231221,SAMN06173331,SRA,SRR5409208_1.fastq,35.7856,2,-,0,101.0607,101,51.35,WGS,SRR5409208,NJFE00000000,Contig,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.88|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.8|0.93|0.97|0.97|0.93,0.07|0.12|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.2|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34,99.2,0.8,35.724,35.706,35.694,36.009,147918022,156709521,155714455,148057904
Salmonella_enterica,strain_Typhimurium,90371,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_320,PRJNA231221,SAMN06173333,SRA,SRR5409211_2.fastq,35.4985,1,-,0,100.9567,101,51.31,WGS,SRR5409211,undefined,Complete_genome,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.88|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.8|0.93|0.97|0.97|0.93,0.07|0.12|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.2|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94,99.1,0.9,35.436,35.48,35.392,35.683,110627461,116160952,116259441,109958136
Salmonella_enterica,strain_Typhimurium,90371,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_320,PRJNA231221,SAMN06173333,SRA,SRR5409211_1.fastq,35.9741,3,-,0,101.0532,101,51.33,WGS,SRR5409211,undefined,Complete_genome,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.94|0.88|0.97|0.97|0.97|1.0|0.97|0.97|0.94|0.94|0.97|1.0|0.96|0.97|0.8|0.94|0.97|0.97|0.94,0.06|0.12|0.03|0.03|0.03|0.0|0.03|0.03|0.06|0.06|0.03|0.0|0.04|0.03|0.2|0.06|0.03|0.03|0.06,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29,99.1,0.9,35.872,35.954,35.905,36.158,110310338,116677946,115942740,110257175
Salmonella_enterica,strain_Typhimurium,90371,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_321,PRJNA231221,SAMN06173334,SRA,SRR5417096_2.fastq,35.4866,1,-,0,100.9559,101,51.24,WGS,SRR5417096,undefined,Complete_genome,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.88|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.8|0.93|0.97|0.97|0.93,0.07|0.12|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.2|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94,99.1,0.9,35.432,35.471,35.373,35.667,139190774,145649171,145927824,138286842
Salmonella_enterica,strain_Typhimurium,90371,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_321,PRJNA231221,SAMN06173334,SRA,SRR5417096_1.fastq,36.0157,3,-,0,101.0514,101,51.21,WGS,SRR5417096,undefined,Complete_genome,Illumina_HiSeq_2500,Phenotypic_identification,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.93|0.88|0.97|0.97|0.97|1.0|0.97|0.97|0.93|0.93|0.97|1.0|0.96|0.97|0.8|0.93|0.97|0.97|0.93,0.07|0.12|0.03|0.03|0.03|0.0|0.03|0.03|0.07|0.07|0.03|0.0|0.04|0.03|0.2|0.07|0.03|0.03|0.07,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|26|29,99.1,0.9,35.921,36.003,35.94,36.192,138814494,146300017,145238771,138935811
Salmonella_enterica,strain_Paratyphi A,54388,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_368,PRJNA231221,SAMN07312412,SRA,SRR5866640_2.fastq,36.0093,2,-,0,152.4249,151,51.84,WGS,SRR5866640,undefined,Complete_genome,Illumina_HiSeq_4000,Phenotypic_characterization,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.75|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.9|0.93|0.66|0.85|0.93|0.93|0.85,0.15|0.25|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.1|0.07|0.34|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49,99.3,0.7,35.956,35.655,35.986,36.412,537467170,575927157,577334267,533968343
Salmonella_enterica,strain_Paratyphi A,54388,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_368,PRJNA231221,SAMN07312412,SRA,SRR5866640_1.fastq,39.0473,3,-,0,151.3067,151,51.79,WGS,SRR5866640,undefined,Complete_genome,Illumina_HiSeq_4000,Phenotypic_characterization,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.76|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.9|0.93|0.66|0.85|0.93|0.93|0.85,0.15|0.24|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.1|0.07|0.34|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,99.6,0.4,38.993,38.77,39.12,39.283,537272622,576761022,575577911,535288350
Salmonella_enterica,strain_Saintpaul,90105,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_373,PRJNA231221,SAMN07312417,SRA,SRR5868515_2.fastq,35.9209,2,-,0,152.4503,151,51.79,WGS,SRR5868515,undefined,Complete_genome,Illumina_HiSeq_4000,Phenotypic_characterization,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.75|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.9|0.93|0.66|0.85|0.93|0.93|0.85,0.15|0.25|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.1|0.07|0.34|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49,99.3,0.7,35.889,35.519,35.958,36.286,182681537,194804027,196082104,181144633
Salmonella_enterica,strain_Saintpaul,90105,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_373,PRJNA231221,SAMN07312417,SRA,SRR5868515_1.fastq,39.0144,3,-,0,151.3181,151,51.76,WGS,SRR5868515,undefined,Complete_genome,Illumina_HiSeq_4000,Phenotypic_characterization,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.76|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.9|0.93|0.66|0.85|0.93|0.93|0.85,0.15|0.24|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.1|0.07|0.34|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,99.6,0.4,38.952,38.74,39.083,39.259,182250604,195860065,194781355,181891539
Salmonella_enterica,-,28901,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_609,PRJNA231221,SAMN10346773,SRA,SRR9160491_2.fastq,33.1242,2,-,0,151.1467,151,52.57,WGS,SRR9160491,VFAF00000000,Contig,Illumina_HiSeq_4000,Phenotypic_and_Molecular_Methods,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.75|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.9|0.93|0.67|0.85|0.93|0.93|0.85,0.15|0.25|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.1|0.07|0.33|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|41|43|44|45|46,98.7,1.3,31.913,32.689,33.781,33.949,280210599,314700867,308664335,282199783
Salmonella_enterica,-,28901,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_609,PRJNA231221,SAMN10346773,SRA,SRR9160491_1.fastq,38.1839,2,-,0,151.3218,151,51.98,WGS,SRR9160491,VFAF00000000,Contig,Illumina_HiSeq_4000,Phenotypic_and_Molecular_Methods,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.86|0.77|0.93|0.93|0.93|0.99|0.93|0.93|0.86|0.86|0.93|1.0|0.9|0.93|0.67|0.86|0.93|0.93|0.86,0.14|0.23|0.07|0.07|0.07|0.01|0.07|0.07|0.14|0.14|0.07|0.0|0.1|0.07|0.33|0.14|0.07|0.07|0.14,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16,99.5,0.5,37.47,37.782,38.715,38.683,284791697,307783491,308601114,284551920
Salmonella_enterica,-,28901,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_686,PRJNA231221,SAMN11056401,SRA,SRR9163266_2.fastq,35.1825,5,-,0,151.6597,151,51.48,WGS,SRR9163266,undefined,Chromosome,Illumina_HiSeq_4000,Phenotypic_and_Molecular_Methods,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.84|0.73|0.92|0.92|0.92|0.99|0.92|0.92|0.84|0.84|0.92|1.0|0.89|0.92|0.65|0.84|0.92|0.92|0.84,0.16|0.27|0.08|0.08|0.08|0.01|0.08|0.08|0.16|0.16|0.08|0.0|0.11|0.08|0.35|0.16|0.08|0.08|0.16,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43,99.3,0.7,34.098,34.504,35.633,36.392,458712464,487121546,485458109,457786763
Salmonella_enterica,-,28901,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_686,PRJNA231221,SAMN11056401,SRA,SRR9163266_1.fastq,39.3446,3,-,0,151.5364,151,51.40,WGS,SRR9163266,undefined,Chromosome,Illumina_HiSeq_4000,Phenotypic_and_Molecular_Methods,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.76|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.9|0.93|0.65|0.85|0.93|0.93|0.85,0.15|0.24|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.1|0.07|0.35|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,99.6,0.4,39.023,39.154,39.533,39.641,461413159,486906196,484191519,456717801
Salmonella_enterica,-,28901,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_688,PRJNA231221,SAMN11056403,SRA,SRR9163435_2.fastq,35.0929,5,-,0,151.6586,151,51.36,WGS,SRR9163435,undefined,Complete_genome,Illumina_HiSeq_4000,Phenotypic_and_Molecular_Methods,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.83|0.72|0.92|0.92|0.92|0.99|0.92|0.92|0.83|0.83|0.92|1.0|0.89|0.92|0.65|0.83|0.92|0.92|0.83,0.17|0.28|0.08|0.08|0.08|0.01|0.08|0.08|0.17|0.17|0.08|0.0|0.11|0.08|0.35|0.17|0.08|0.08|0.17,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43,99.3,0.7,33.946,34.326,35.627,36.371,500699484,528424968,527475236,499407367
Salmonella_enterica,-,28901,ARGOS_000019,v0.8,HIVE2,39660,FDAARGOS_688,PRJNA231221,SAMN11056403,SRA,SRR9163435_1.fastq,39.386,3,-,0,151.5395,151,51.29,WGS,SRR9163435,undefined,Complete_genome,Illumina_HiSeq_4000,Phenotypic_and_Molecular_Methods,"Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear",0.85|0.76|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.89|0.93|0.65|0.85|0.93|0.93|0.85,0.15|0.24|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.11|0.07|0.35|0.15|0.07|0.07|0.15,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23,99.5,0.5,39.041,39.213,39.592,39.672,502361424,529089438,525471977,499249393
